,word,index,frequency
1325,checkered,1325,-8.171910254316407
1326,headphones,1326,-8.171910254316407
1327,liquid,1327,-8.177187311417251
1328,featuring,1328,-8.182492363646944
1329,interior,1329,-8.182492363646944
1330,golden,1330,-8.187825709622306
1331,reaches,1331,-8.187825709622306
1332,catches,1332,-8.187825709622306
1333,carries,1333,-8.187825709622306
1334,handle,1334,-8.187825709622306
1335,arrangement,1335,-8.187825709622306
1336,feeder,1336,-8.187825709622306
1337,shirts,1337,-8.198578501398568
1338,position,1338,-8.198578501398568
1339,lighting,1339,-8.203998568867908
1340,opening,1340,-8.203998568867908
1341,design,1341,-8.203998568867908
1342,ben,1342,-8.203998568867908
1343,double-decker,1343,-8.203998568867908
1344,gravel,1344,-8.203998568867908
1345,delicious,1345,-8.203998568867908
1346,checking,1346,-8.209448173635472
1347,beard,1347,-8.209448173635472
1348,name,1348,-8.209448173635472
1349,grilled,1349,-8.209448173635472
1350,meadow,1350,-8.209448173635472
1351,cardboard,1351,-8.214927639400097
1352,covering,1352,-8.214927639400097
1353,stickers,1353,-8.214927639400097
1354,blonde,1354,-8.220437295211067
1355,haired,1355,-8.220437295211067
1356,urinal,1356,-8.220437295211067
1357,displays,1357,-8.220437295211067
1358,skirt,1358,-8.220437295211067
1359,travel,1359,-8.225977475586683
1360,shadow,1360,-8.225977475586683
1361,visible,1361,-8.225977475586683
1362,drive,1362,-8.225977475586683
1363,pack,1363,-8.225977475586683
1364,first,1364,-8.225977475586683
1365,duck,1365,-8.225977475586683
1366,carts,1366,-8.225977475586683
1367,controls,1367,-8.225977475586683
1368,covers,1368,-8.231548520636137
1369,miniature,1369,-8.231548520636137
1370,wears,1370,-8.231548520636137
1371,cafe,1371,-8.237150776184809
1372,flooring,1372,-8.237150776184809
1373,plaid,1373,-8.237150776184809
1374,grapes,1374,-8.237150776184809
1375,wing,1375,-8.237150776184809
1376,fountain,1376,-8.242784593903064
1377,hang,1377,-8.242784593903064
1378,condiments,1378,-8.242784593903064
1379,cookies,1379,-8.242784593903064
1380,travelling,1380,-8.242784593903064
1381,located,1381,-8.248450331438741
1382,following,1382,-8.248450331438741
1383,unmade,1383,-8.248450331438741
1384,league,1384,-8.248450331438741
1385,potato,1385,-8.248450331438741
1386,someones,1386,-8.25414835255338
1387,aerial,1387,-8.25414835255338
1388,exhibit,1388,-8.25414835255338
1389,shape,1389,-8.259879027262365
1390,ahead,1390,-8.259879027262365
1391,foil,1391,-8.259879027262365
1392,cleaning,1392,-8.265642731979113
1393,seats,1393,-8.265642731979113
1394,turning,1394,-8.265642731979113
1395,also,1395,-8.265642731979113
1396,muddy,1396,-8.265642731979113
1397,clay,1397,-8.265642731979113
1398,ham,1398,-8.265642731979113
1399,onion,1399,-8.27143984966344
1400,comforter,1400,-8.27143984966344
1401,pet,1401,-8.277270769974233
1402,nicely,1402,-8.277270769974233
1403,hallway,1403,-8.277270769974233
1404,series,1404,-8.277270769974233
1405,accessories,1405,-8.283135889426632
1406,lane,1406,-8.283135889426632
1407,fan,1407,-8.283135889426632
1408,sharing,1408,-8.283135889426632
1409,tabby,1409,-8.283135889426632
1410,bookshelf,1410,-8.283135889426632
1411,return,1411,-8.283135889426632
1412,mobile,1412,-8.28903561155382
1413,railway,1413,-8.28903561155382
1414,newspaper,1414,-8.294970347073633
1415,mini,1415,-8.294970347073633
1416,santa,1416,-8.294970347073633
1417,hills,1417,-8.294970347073633
1418,buffet,1418,-8.300940514060137
1419,sleeps,1419,-8.300940514060137
1420,rusty,1420,-8.300940514060137
1421,fishing,1421,-8.300940514060137
1422,jar,1422,-8.300940514060137
1423,seems,1423,-8.30694653812035
1424,funny,1424,-8.30694653812035
1425,butter,1425,-8.30694653812035
1426,rusted,1426,-8.30694653812035
1427,rainbow,1427,-8.30694653812035
1428,lamb,1428,-8.30694653812035
1429,freshly,1429,-8.312988852576312
1430,corn,1430,-8.312988852576312
1431,hugging,1431,-8.312988852576312
1432,stares,1432,-8.319067898652694
1433,mostly,1433,-8.319067898652694
1434,either,1434,-8.319067898652694
1435,stage,1435,-8.319067898652694
1436,posed,1436,-8.319067898652694
1437,backs,1437,-8.319067898652694
1438,ceramic,1438,-8.32518412567013
1439,father,1439,-8.32518412567013
1440,helping,1440,-8.32518412567013
1441,magnets,1441,-8.32518412567013
1442,thin,1442,-8.32518412567013
1443,size,1443,-8.32518412567013
1444,tractor,1444,-8.32518412567013
1445,tasty,1445,-8.32518412567013
1446,system,1446,-8.331337991244508
1447,brushes,1447,-8.331337991244508
1448,gloves,1448,-8.331337991244508
1449,trolley,1449,-8.331337991244508
1450,advertisement,1450,-8.331337991244508
1451,teams,1451,-8.331337991244508
1452,twin,1452,-8.331337991244508
1453,pancakes,1453,-8.331337991244508
1454,iron,1454,-8.33752996149243
1455,picking,1455,-8.33752996149243
1456,library,1456,-8.343760511243065
1457,lay,1457,-8.343760511243065
1458,watering,1458,-8.343760511243065
1459,burger,1459,-8.343760511243065
1460,alley,1460,-8.350030124256662
1461,bent,1461,-8.350030124256662
1462,coach,1462,-8.350030124256662
1463,leaving,1463,-8.356339293449926
1464,sniffing,1464,-8.356339293449926
1465,designed,1465,-8.356339293449926
1466,tablet,1466,-8.356339293449926
1467,chasing,1467,-8.356339293449926
1468,n't,1468,-8.356339293449926
1469,countryside,1469,-8.356339293449926
1470,heart,1470,-8.356339293449926
1471,hood,1471,-8.362688521128584
1472,prepare,1472,-8.362688521128584
1473,industrial,1473,-8.362688521128584
1474,advertising,1474,-8.362688521128584
1475,attire,1475,-8.362688521128584
1476,shaking,1476,-8.362688521128584
1477,napkin,1477,-8.362688521128584
1478,gentleman,1478,-8.369078319227356
1479,foreign,1479,-8.369078319227356
1480,tries,1480,-8.369078319227356
1481,paw,1481,-8.369078319227356
1482,almost,1482,-8.369078319227356
1483,hose,1483,-8.369078319227356
1484,bouquet,1484,-8.369078319227356
1485,us,1485,-8.369078319227356
1486,cases,1486,-8.369078319227356
1487,jumbo,1487,-8.369078319227356
1488,entertainment,1488,-8.369078319227356
1489,forward,1489,-8.375509209557647
1490,cuts,1490,-8.375509209557647
1491,chinese,1491,-8.375509209557647
1492,stoplight,1492,-8.375509209557647
1493,downtown,1493,-8.381981724063264
1494,metallic,1494,-8.381981724063264
1495,matching,1495,-8.381981724063264
1496,poster,1496,-8.381981724063264
1497,bakery,1497,-8.381981724063264
1498,calf,1498,-8.381981724063264
1499,dimly,1499,-8.388496405084457
1500,propped,1500,-8.388496405084457
1501,story,1501,-8.388496405084457
1502,pickle,1502,-8.388496405084457
1503,steeple,1503,-8.388496405084457
1504,multicolored,1504,-8.395053805630617
1505,mask,1505,-8.395053805630617
1506,chopped,1506,-8.395053805630617
1507,multi,1507,-8.395053805630617
1508,marina,1508,-8.395053805630617
1509,biting,1509,-8.395053805630617
1510,seagulls,1510,-8.401654489661968
1511,sub,1511,-8.401654489661968
1512,cowboy,1512,-8.401654489661968
1513,connected,1513,-8.401654489661968
1514,driveway,1514,-8.401654489661968
1515,ladder,1515,-8.401654489661968
1516,parrot,1516,-8.401654489661968
1517,owner,1517,-8.408299032380636
1518,words,1518,-8.408299032380636
1519,collar,1519,-8.408299032380636
1520,hamburger,1520,-8.408299032380636
1521,strip,1521,-8.414988020531434
1522,progress,1522,-8.414988020531434
1523,horns,1523,-8.414988020531434
1524,statues,1524,-8.414988020531434
1525,castle,1525,-8.414988020531434
1526,individual,1526,-8.421722052712777
1527,blow,1527,-8.421722052712777
1528,herself,1528,-8.421722052712777
1529,stool,1529,-8.421722052712777
1530,rails,1530,-8.421722052712777
1531,bikini,1531,-8.421722052712777
1532,piano,1532,-8.421722052712777
1533,sunlight,1533,-8.428501739698156
1534,booth,1534,-8.428501739698156
1535,driver,1535,-8.428501739698156
1536,hiding,1536,-8.428501739698156
1537,amongst,1537,-8.428501739698156
1538,onlookers,1538,-8.428501739698156
1539,devices,1539,-8.428501739698156
1540,heading,1540,-8.428501739698156
1541,larger,1541,-8.428501739698156
1542,calm,1542,-8.428501739698156
1543,busses,1543,-8.428501739698156
1544,tag,1544,-8.428501739698156
1545,sugar,1545,-8.428501739698156
1546,sets,1546,-8.435327704768557
1547,natural,1547,-8.435327704768557
1548,paws,1548,-8.435327704768557
1549,daytime,1549,-8.435327704768557
1550,furry,1550,-8.435327704768557
1551,far,1551,-8.435327704768557
1552,abandoned,1552,-8.435327704768557
1553,mans,1553,-8.435327704768557
1554,spinach,1554,-8.435327704768557
1555,heavy,1555,-8.435327704768557
1556,worker,1556,-8.435327704768557
1557,thrown,1557,-8.435327704768557
1558,frisbees,1558,-8.435327704768557
1559,seagull,1559,-8.442200584056318
1560,more,1560,-8.442200584056318
1561,baking,1561,-8.442200584056318
1562,baggage,1562,-8.442200584056318
1563,trunks,1563,-8.442200584056318
1564,chest,1564,-8.449121026900892
1565,chefs,1565,-8.449121026900892
1566,neighborhood,1566,-8.449121026900892
1567,typing,1567,-8.449121026900892
1568,crust,1568,-8.449121026900892
1569,cliff,1569,-8.449121026900892
1570,organized,1570,-8.456089696216985
1571,shining,1571,-8.456089696216985
1572,motorbike,1572,-8.456089696216985
1573,males,1573,-8.456089696216985
1574,rose,1574,-8.456089696216985
1575,circular,1575,-8.456089696216985
1576,racquets,1576,-8.456089696216985
1577,bats,1577,-8.456089696216985
1578,besides,1578,-8.463107268875632
1579,cold,1579,-8.463107268875632
1580,weather,1580,-8.463107268875632
1581,bearded,1581,-8.463107268875632
1582,mud,1582,-8.463107268875632
1583,ears,1583,-8.463107268875632
1584,cupcake,1584,-8.470174436098725
1585,cycle,1585,-8.470174436098725
1586,bay,1586,-8.477291903867588
1587,chili,1587,-8.477291903867588
1588,cupboards,1588,-8.4844603933462
1589,formal,1589,-8.4844603933462
1590,kick,1590,-8.4844603933462
1591,dusk,1591,-8.4844603933462
1592,tossing,1592,-8.4844603933462
1593,son,1593,-8.4844603933462
1594,wings,1594,-8.4844603933462
1595,candy,1595,-8.4844603933462
1596,wilderness,1596,-8.4844603933462
1597,folded,1597,-8.491680641319688
1598,contents,1598,-8.491680641319688
1599,backyard,1599,-8.491680641319688
1600,lambs,1600,-8.491680641319688
1601,resort,1601,-8.498953400648768
1602,bell,1602,-8.498953400648768
1603,audience,1603,-8.498953400648768
1604,cook,1604,-8.50627944074084
1605,hardwood,1605,-8.50627944074084
1606,balcony,1606,-8.50627944074084
1607,decor,1607,-8.50627944074084
1608,porch,1608,-8.50627944074084
1609,football,1609,-8.50627944074084
1610,cookie,1610,-8.50627944074084
1611,',1611,-8.50627944074084
1612,fans,1612,-8.50627944074084
1613,sailboat,1613,-8.50627944074084
1614,pickles,1614,-8.50627944074084
1615,storage,1615,-8.513659548038463
1616,mat,1616,-8.513659548038463
1617,sizes,1617,-8.513659548038463
1618,really,1618,-8.513659548038463
1619,t-shirt,1619,-8.513659548038463
1620,thick,1620,-8.513659548038463
1621,washing,1621,-8.521094526525982
1622,dishwasher,1622,-8.521094526525982
1623,lounge,1623,-8.521094526525982
1624,lounging,1624,-8.521094526525982
1625,apron,1625,-8.521094526525982
1626,helmets,1626,-8.521094526525982
1627,lemon,1627,-8.521094526525982
1628,tunnel,1628,-8.521094526525982
1629,hospital,1629,-8.521094526525982
1630,bars,1630,-8.52858519825514
1631,neat,1631,-8.52858519825514
1632,licking,1632,-8.52858519825514
1633,upon,1633,-8.52858519825514
1634,decoration,1634,-8.52858519825514
1635,kitty,1635,-8.52858519825514
1636,motorcyclist,1636,-8.52858519825514
1637,steak,1637,-8.52858519825514
1638,grazes,1638,-8.536132403890521
1639,reflected,1639,-8.536132403890521
1640,separate,1640,-8.536132403890521
1641,goggles,1641,-8.536132403890521
1642,unique,1642,-8.536132403890521
1643,peeled,1643,-8.536132403890521
1644,lighthouse,1644,-8.536132403890521
1645,belt,1645,-8.536132403890521
1646,stretching,1646,-8.536132403890521
1647,bikers,1647,-8.54373700327574
1648,moped,1648,-8.54373700327574
1649,chewing,1649,-8.54373700327574
1650,framed,1650,-8.54373700327574
1651,finger,1651,-8.54373700327574
1652,clutter,1652,-8.55139987602131
1653,skiis,1653,-8.55139987602131
1654,drawers,1654,-8.55139987602131
1655,dryer,1655,-8.55139987602131
1656,collage,1656,-8.55139987602131
1657,pony,1657,-8.55139987602131
1658,jungle,1658,-8.55139987602131
1659,balancing,1659,-8.55912192211522
1660,evening,1660,-8.55912192211522
1661,card,1661,-8.55912192211522
1662,snack,1662,-8.566904062557276
1663,amount,1663,-8.566904062557276
1664,closet,1664,-8.574747240018302
1665,focus,1665,-8.574747240018302
1666,strange,1666,-8.574747240018302
1667,crosses,1667,-8.574747240018302
1668,pigeons,1668,-8.574747240018302
1669,peeking,1669,-8.582652419525415
1670,sticker,1670,-8.582652419525415
1671,dump,1671,-8.582652419525415
1672,fixing,1672,-8.582652419525415
1673,move,1673,-8.582652419525415
1674,scarf,1674,-8.582652419525415
1675,point,1675,-8.582652419525415
1676,logs,1676,-8.582652419525415
1677,freight,1677,-8.582652419525415
1678,tourists,1678,-8.582652419525415
1679,mattress,1679,-8.590620589174591
1680,beverages,1680,-8.590620589174591
1681,numerous,1681,-8.590620589174591
1682,photographs,1682,-8.590620589174591
1683,owl,1683,-8.590620589174591
1684,obstacle,1684,-8.590620589174591
1685,smoking,1685,-8.598652760871856
1686,cabin,1686,-8.598652760871856
1687,shops,1687,-8.598652760871856
1688,cop,1688,-8.598652760871856
1689,suspended,1689,-8.598652760871856
1690,grocery,1690,-8.598652760871856
1691,cellphones,1691,-8.598652760871856
1692,airlines,1692,-8.598652760871856
1693,monkey,1693,-8.598652760871856
1694,word,1694,-8.606749971104476
1695,scattered,1695,-8.606749971104476
1696,themselves,1696,-8.606749971104476
1697,safety,1697,-8.606749971104476
1698,break,1698,-8.606749971104476
1699,army,1699,-8.606749971104476
1700,jockey,1700,-8.606749971104476
1701,berries,1701,-8.606749971104476
1702,helicopter,1702,-8.606749971104476
1703,crane,1703,-8.606749971104476
1704,tusks,1704,-8.606749971104476
1705,silverware,1705,-8.614913281743636
1706,courtyard,1706,-8.614913281743636
1707,quiet,1707,-8.614913281743636
1708,adorable,1708,-8.614913281743636
1709,spot,1709,-8.614913281743636
1710,nuts,1710,-8.614913281743636
1711,lemons,1711,-8.614913281743636
1712,scooters,1712,-8.623143780880152
1713,odd,1713,-8.623143780880152
1714,complete,1714,-8.623143780880152
1715,slicing,1715,-8.623143780880152
1716,canopy,1716,-8.623143780880152
1717,pairs,1717,-8.623143780880152
1718,fighting,1718,-8.623143780880152
1719,towering,1719,-8.623143780880152
1720,softball,1720,-8.623143780880152
1721,played,1721,-8.631442583694847
1722,boots,1722,-8.631442583694847
1723,fall,1723,-8.639810833365363
1724,talk,1724,-8.639810833365363
1725,observing,1725,-8.639810833365363
1726,circle,1726,-8.639810833365363
1727,straight,1727,-8.639810833365363
1728,meeting,1728,-8.639810833365363
1729,countertop,1729,-8.648249702011228
1730,crossed,1730,-8.648249702011228
1731,strapped,1731,-8.648249702011228
1732,blond,1732,-8.648249702011228
1733,stops,1733,-8.648249702011228
1734,saying,1734,-8.648249702011228
1735,section,1735,-8.648249702011228
1736,hangar,1736,-8.648249702011228
1737,3,1737,-8.648249702011228
1738,para,1738,-8.648249702011228
1739,arena,1739,-8.648249702011228
1740,plaza,1740,-8.656760391679137
1741,mall,1741,-8.656760391679137
1742,goods,1742,-8.656760391679137
1743,cigarette,1743,-8.656760391679137
1744,indoors,1744,-8.656760391679137
1745,positioned,1745,-8.656760391679137
1746,grabbing,1746,-8.656760391679137
1747,leaf,1747,-8.656760391679137
1748,healthy,1748,-8.656760391679137
1749,shoreline,1749,-8.656760391679137
1750,warning,1750,-8.656760391679137
1751,skyline,1751,-8.665344135370528
1752,feed,1752,-8.665344135370528
1753,hung,1753,-8.665344135370528
1754,spray,1754,-8.665344135370528
1755,teenager,1755,-8.665344135370528
1756,golf,1756,-8.665344135370528
1757,flooded,1757,-8.665344135370528
1758,enjoy,1758,-8.674002198113643
1759,furnished,1759,-8.674002198113643
1760,motorcyclists,1760,-8.674002198113643
1761,leafy,1761,-8.674002198113643
1762,than,1762,-8.674002198113643
1763,caught,1763,-8.674002198113643
1764,taxi,1764,-8.674002198113643
1765,war,1765,-8.674002198113643
1766,sailboats,1766,-8.674002198113643
1767,tire,1767,-8.682735878082397
1768,delivery,1768,-8.682735878082397
1769,pine,1769,-8.682735878082397
1770,classic,1770,-8.682735878082397
1771,figure,1771,-8.682735878082397
1772,cereal,1772,-8.682735878082397
1773,foggy,1773,-8.682735878082397
1774,den,1774,-8.682735878082397
1775,catchers,1775,-8.682735878082397
1776,bedspread,1776,-8.691546507764553
1777,points,1777,-8.691546507764553
1778,simple,1778,-8.691546507764553
1779,students,1779,-8.691546507764553
1780,magazine,1780,-8.691546507764553
1781,wit,1781,-8.691546507764553
1782,monument,1782,-8.691546507764553
1783,topping,1783,-8.691546507764553
1784,forks,1784,-8.691546507764553
1785,shrimp,1785,-8.691546507764553
1786,buns,1786,-8.691546507764553
1787,interesting,1787,-8.700435455181799
1788,lighted,1788,-8.700435455181799
1789,service,1789,-8.700435455181799
1790,seven,1790,-8.700435455181799
1791,attempts,1791,-8.700435455181799
1792,bald,1792,-8.700435455181799
1793,wading,1793,-8.700435455181799
1794,guard,1794,-8.700435455181799
1795,village,1795,-8.700435455181799
1796,jersey,1796,-8.700435455181799
1797,basin,1797,-8.709404125164559
1798,own,1798,-8.709404125164559
1799,individuals,1799,-8.709404125164559
1800,waving,1800,-8.709404125164559
1801,arrow,1801,-8.709404125164559
1802,screens,1802,-8.709404125164559
1803,step,1803,-8.718453960684476
1804,dispenser,1804,-8.718453960684476
1805,bathing,1805,-8.718453960684476
1806,conversation,1806,-8.718453960684476
1807,fabric,1807,-8.718453960684476
1808,unusual,1808,-8.718453960684476
1809,comes,1809,-8.718453960684476
1810,layer,1810,-8.718453960684476
1811,paddling,1811,-8.718453960684476
1812,waterway,1812,-8.718453960684476
1813,consisting,1813,-8.727586444247748
1814,faucet,1814,-8.727586444247748
1815,rustic,1815,-8.727586444247748
1816,oriental,1816,-8.727586444247748
1817,raised,1817,-8.727586444247748
1818,drawing,1818,-8.727586444247748
1819,tasting,1819,-8.727586444247748
1820,slightly,1820,-8.736803099352674
1821,reflecting,1821,-8.736803099352674
1822,skater,1822,-8.736803099352674
1823,process,1823,-8.736803099352674
1824,puts,1824,-8.736803099352674
1825,heard,1825,-8.736803099352674
1826,illuminated,1826,-8.746105492014987
1827,piles,1827,-8.746105492014987
1828,balloons,1828,-8.746105492014987
1829,groups,1829,-8.746105492014987
1830,approaches,1830,-8.746105492014987
1831,handing,1831,-8.746105492014987
1832,snacks,1832,-8.746105492014987
1833,ring,1833,-8.746105492014987
1834,valley,1834,-8.746105492014987
1835,married,1835,-8.755495232364826
1836,celebrating,1836,-8.755495232364826
1837,reach,1837,-8.755495232364826
1838,fixtures,1838,-8.755495232364826
1839,load,1839,-8.755495232364826
1840,spoons,1840,-8.755495232364826
1841,port,1841,-8.755495232364826
1842,boogie,1842,-8.755495232364826
1843,classroom,1843,-8.755495232364826
1844,sideways,1844,-8.755495232364826
1845,transportation,1845,-8.76497397631937
1846,turkey,1846,-8.76497397631937
1847,surfs,1847,-8.76497397631937
1848,stopping,1848,-8.76497397631937
1849,bit,1849,-8.76497397631937
1850,vegetation,1850,-8.76497397631937
1851,greenery,1851,-8.76497397631937
1852,friend,1852,-8.77454342733552
1853,elegant,1853,-8.77454342733552
1854,headed,1854,-8.77454342733552
1855,vendor,1855,-8.77454342733552
1856,cans,1856,-8.77454342733552
1857,pull,1857,-8.77454342733552
1858,doubles,1858,-8.77454342733552
1859,turns,1859,-8.77454342733552
1860,spraying,1860,-8.77454342733552
1861,cushion,1861,-8.77454342733552
1862,keys,1862,-8.784205338247258
1863,cone,1863,-8.784205338247258
1864,daughter,1864,-8.784205338247258
1865,designs,1865,-8.784205338247258
1866,come,1866,-8.784205338247258
1867,tents,1867,-8.784205338247258
1868,granite,1868,-8.793961513192622
1869,boarders,1869,-8.793961513192622
1870,soap,1870,-8.793961513192622
1871,works,1871,-8.793961513192622
1872,soft,1872,-8.793961513192622
1873,ribbon,1873,-8.793961513192622
1874,depot,1874,-8.793961513192622
1875,desks,1875,-8.793961513192622
1876,bin,1876,-8.793961513192622
1877,roaming,1877,-8.793961513192622
1878,wear,1878,-8.793961513192622
1879,tin,1879,-8.793961513192622
1880,canoe,1880,-8.793961513192622
1881,language,1881,-8.793961513192622
1882,dried,1882,-8.793961513192622
1883,pens,1883,-8.793961513192622
1884,crib,1884,-8.793961513192622
1885,pedestal,1885,-8.803813809635633
1886,nap,1886,-8.803813809635633
1887,toothpaste,1887,-8.803813809635633
1888,adjusting,1888,-8.803813809635633
1889,console,1889,-8.803813809635633
1890,indicating,1890,-8.803813809635633
1891,split,1891,-8.803813809635633
1892,leaping,1892,-8.803813809635633
1893,fat,1893,-8.803813809635633
1894,soldiers,1894,-8.803813809635633
1895,canal,1895,-8.803813809635633
1896,freeway,1896,-8.803813809635633
1897,cauliflower,1897,-8.803813809635633
1898,airborne,1898,-8.813764140488802
1899,costumes,1899,-8.813764140488802
1900,trough,1900,-8.813764140488802
1901,dough,1901,-8.813764140488802
1902,buggy,1902,-8.813764140488802
1903,shuttle,1903,-8.813764140488802
1904,factory,1904,-8.813764140488802
1905,music,1905,-8.813764140488802
1906,sport,1906,-8.813764140488802
1907,practice,1907,-8.813764140488802
1908,circus,1908,-8.813764140488802
1909,cheesy,1909,-8.813764140488802
1910,hooked,1910,-8.823814476342303
1911,patterned,1911,-8.823814476342303
1912,st,1912,-8.823814476342303
1913,babies,1913,-8.823814476342303
1914,british,1914,-8.823814476342303
1915,gives,1915,-8.823814476342303
1916,pug,1916,-8.823814476342303
1917,speakers,1917,-8.823814476342303
1918,beak,1918,-8.823814476342303
1919,cleaned,1919,-8.833966847806321
1920,pad,1920,-8.833966847806321
1921,level,1921,-8.833966847806321
1922,jars,1922,-8.833966847806321
1923,weird,1923,-8.833966847806321
1924,trio,1924,-8.833966847806321
1925,force,1925,-8.833966847806321
1926,leads,1926,-8.833966847806321
1927,had,1927,-8.833966847806321
1928,much,1928,-8.833966847806321
1929,pattern,1929,-8.84422334797351
1930,drivers,1930,-8.84422334797351
1931,pepper,1931,-8.84422334797351
1932,massive,1932,-8.84422334797351
1933,thing,1933,-8.84422334797351
1934,competing,1934,-8.854586135009056
1935,diamond,1935,-8.854586135009056
1936,towing,1936,-8.854586135009056
1937,grinding,1937,-8.854586135009056
1938,figurine,1938,-8.854586135009056
1939,shades,1939,-8.854586135009056
1940,stance,1940,-8.854586135009056
1941,utility,1941,-8.854586135009056
1942,terrain,1942,-8.854586135009056
1943,drawer,1943,-8.865057434876352
1944,kissing,1944,-8.865057434876352
1945,deserted,1945,-8.865057434876352
1946,within,1946,-8.865057434876352
1947,notebook,1947,-8.865057434876352
1948,human,1948,-8.865057434876352
1949,conference,1949,-8.865057434876352
1950,cathedral,1950,-8.865057434876352
1951,will,1951,-8.865057434876352
1952,muffin,1952,-8.865057434876352
1953,portrait,1953,-8.875639544206889
1954,fully,1954,-8.875639544206889
1955,tablecloth,1955,-8.875639544206889
1956,mom,1956,-8.875639544206889
1957,china,1957,-8.875639544206889
1958,soldier,1958,-8.875639544206889
1959,customers,1959,-8.875639544206889
1960,stroller,1960,-8.875639544206889
1961,button,1961,-8.875639544206889
1962,learning,1962,-8.875639544206889
1963,link,1963,-8.875639544206889
1964,overcast,1964,-8.875639544206889
1965,tropical,1965,-8.886334833323637
1966,boardwalk,1966,-8.886334833323637
1967,overpass,1967,-8.886334833323637
1968,s,1968,-8.886334833323637
1969,headboard,1969,-8.886334833323637
1970,numbers,1970,-8.886334833323637
1971,parachute,1971,-8.886334833323637
1972,hauling,1972,-8.886334833323637
1973,ostrich,1973,-8.886334833323637
1974,winding,1974,-8.886334833323637
1975,tape,1975,-8.897145749427853
1976,chrome,1976,-8.897145749427853
1977,order,1977,-8.897145749427853
1978,fed,1978,-8.897145749427853
1979,upright,1979,-8.897145749427853
1980,photographer,1980,-8.897145749427853
1981,peel,1981,-8.897145749427853
1982,signals,1982,-8.897145749427853
1983,cellular,1983,-8.897145749427853
1984,deer,1984,-8.897145749427853
1985,curve,1985,-8.897145749427853
1986,pin,1986,-8.897145749427853
1987,posts,1987,-8.908074819960042
1988,hall,1988,-8.908074819960042
1989,names,1989,-8.908074819960042
1990,feeds,1990,-8.908074819960042
1991,herding,1991,-8.908074819960042
1992,peanut,1992,-8.908074819960042
1993,n,1993,-8.908074819960042
1994,staircase,1994,-8.908074819960042
1995,frozen,1995,-8.908074819960042
1996,thumbs,1996,-8.908074819960042
1997,toasted,1997,-8.908074819960042
1998,print,1998,-8.908074819960042
1999,include,1999,-8.908074819960042
2000,package,2000,-8.908074819960042
2001,main,2001,-8.908074819960042
2002,float,2002,-8.908074819960042
2003,farmers,2003,-8.908074819960042
2004,stools,2004,-8.919124656146629
2005,teenage,2005,-8.919124656146629
2006,message,2006,-8.919124656146629
2007,african,2007,-8.919124656146629
2008,fashion,2008,-8.919124656146629
2009,kept,2009,-8.919124656146629
2010,help,2010,-8.919124656146629
2011,quilt,2011,-8.919124656146629
2012,speaking,2012,-8.919124656146629
2013,jackets,2013,-8.919124656146629
2014,tags,2014,-8.919124656146629
2015,geese,2015,-8.919124656146629
2016,wake,2016,-8.919124656146629
2017,crates,2017,-8.919124656146629
2018,wrapper,2018,-8.919124656146629
2019,coke,2019,-8.919124656146629
2020,conveyor,2020,-8.919124656146629
2021,savannah,2021,-8.919124656146629
2022,knives,2022,-8.930297956744752
2023,electrical,2023,-8.930297956744752
2024,depicting,2024,-8.930297956744752
2025,love,2025,-8.930297956744752
2026,extended,2026,-8.930297956744752
2027,opponent,2027,-8.930297956744752
2028,carousel,2028,-8.930297956744752
2029,plains,2029,-8.930297956744752
2030,?,2030,-8.930297956744752
2031,disk,2031,-8.930297956744752
2032,knee,2032,-8.930297956744752
2033,places,2033,-8.941597511998687
2034,seating,2034,-8.941597511998687
2035,cooks,2035,-8.941597511998687
2036,chained,2036,-8.941597511998687
2037,grown,2037,-8.941597511998687
2038,note,2038,-8.941597511998687
2039,naked,2039,-8.941597511998687
2040,stepping,2040,-8.941597511998687
2041,pies,2041,-8.941597511998687
2042,stable,2042,-8.941597511998687
2043,frying,2043,-8.941597511998687
2044,pathway,2044,-8.941597511998687
2045,squatting,2045,-8.941597511998687
2046,photographed,2046,-8.95302620782231
2047,products,2047,-8.95302620782231
2048,tight,2048,-8.95302620782231
2049,cloud,2049,-8.95302620782231
2050,enter,2050,-8.95302620782231
2051,roadside,2051,-8.95302620782231
2052,site,2052,-8.95302620782231
2053,english,2053,-8.95302620782231
2054,barbed,2054,-8.95302620782231
2055,returning,2055,-8.95302620782231
2056,suv,2056,-8.964587030223385
2057,slide,2057,-8.964587030223385
2058,texting,2058,-8.964587030223385
2059,carry,2059,-8.964587030223385
2060,bookcase,2060,-8.964587030223385
2061,grandfather,2061,-8.964587030223385
2062,shapes,2062,-8.964587030223385
2063,meats,2063,-8.976283069986577
2064,read,2064,-8.976283069986577
2065,peering,2065,-8.976283069986577
2066,;,2066,-8.976283069986577
2067,tagged,2067,-8.976283069986577
2068,elevated,2068,-8.976283069986577
2069,strawberry,2069,-8.976283069986577
2070,grab,2070,-8.976283069986577
2071,backdrop,2071,-8.976283069986577
2072,lie,2072,-8.976283069986577
2073,uncooked,2073,-8.976283069986577
2074,shines,2074,-8.988117527633579
2075,european,2075,-8.988117527633579
2076,worn,2076,-8.988117527633579
2077,cab,2077,-8.988117527633579
2078,policeman,2078,-8.988117527633579
2079,world,2079,-8.988117527633579
2080,black-and-white,2080,-8.988117527633579
2081,stretches,2081,-8.988117527633579
